V-----; SWVNR=2001253;SQNDL=7;DATE=21-06-29;TIME=00:00:12;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
C-----;P1001
V-----; SWVNR=2001253;SQNDL=12;DATE=21-06-29;TIME=00:00:17;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=60;DATE=21-06-29;TIME=00:01:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=26;RHUA=73;DWPA=16;
SQNR=120;DATE=21-06-29;TIME=00:02:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=25;RHUA=73;DWPA=16;
SQNR=180;DATE=21-06-29;TIME=00:03:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=25;RHUA=73;DWPA=16;
SQNR=240;DATE=21-06-29;TIME=00:04:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=25;RHUA=73;DWPA=16;
SQNR=300;DATE=21-06-29;TIME=00:05:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=25;RHUA=73;DWPA=16;
C-----;?
V-----; SWVNR=2001253;SQNDL=307;DATE=21-06-29;TIME=00:05:12;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=360;DATE=21-06-29;TIME=00:06:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=25;RHUA=73;DWPA=16;
SQNR=420;DATE=21-06-29;TIME=00:07:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=24;RHUA=73;DWPA=16;
SQNR=480;DATE=21-06-29;TIME=00:08:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=24;RHUA=72;DWPA=16;
SQNR=540;DATE=21-06-29;TIME=00:09:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=24;RHUA=72;DWPA=16;
SQNR=600;DATE=21-06-29;TIME=00:10:00;STAT=200212;TMPA=21;TMPP=212;TMPB=19;TMPC=24;RHUA=72;DWPA=16;
C-----;?
V-----; SWVNR=2001253;SQNDL=607;DATE=21-06-29;TIME=00:10:12;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
C-----;P013
V-----; SWVNR=2001253;SQNDL=612;DATE=21-06-29;TIME=00:10:17;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=660;DATE=21-06-29;TIME=00:11:00;STAT=202212;TMPA=21;TMPP=212;TMPB=19;TMPC=24;RHUA=73;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-10;PIRP=-10;PIRM=-10;PIRL=-11;PIRH=0;
SQNR=720;DATE=21-06-29;TIME=00:12:00;STAT=202212;TMPA=21;TMPP=212;TMPB=19;TMPC=24;RHUA=73;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-9;PIRP=-9;PIRM=-9;PIRL=-1588547;PIRH=0;
SQNR=780;DATE=21-06-29;TIME=00:13:00;STAT=202212;TMPA=21;TMPP=211;TMPB=19;TMPC=24;RHUA=73;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-9;PIRP=-8;PIRM=-9;PIRL=-9;PIRH=1;
SQNR=840;DATE=21-06-29;TIME=00:14:00;STAT=202212;TMPA=21;TMPP=211;TMPB=19;TMPC=24;RHUA=73;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-9;PIRP=-9;PIRM=0;PIRL=-9;PIRH=0;
SQNR=900;DATE=21-06-29;TIME=00:15:00;STAT=202212;TMPA=21;TMPP=211;TMPB=19;TMPC=24;RHUA=73;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-10;PIRP=-9;PIRM=-10;PIRL=-10;PIRH=1;
C-----;?
V-----; SWVNR=2001253;SQNDL=907;DATE=21-06-29;TIME=00:15:12;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=960;DATE=21-06-29;TIME=00:16:00;STAT=202212;TMPA=21;TMPP=211;TMPB=19;TMPC=24;RHUA=73;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-10;PIRP=-9;PIRM=-10;PIRL=-10;PIRH=0;
SQNR=1020;DATE=21-06-29;TIME=00:17:00;STAT=202212;TMPA=21;TMPP=211;TMPB=19;TMPC=24;RHUA=73;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-10;PIRP=-9;PIRM=-10;PIRL=-10;PIRH=0;
SQNR=1080;DATE=21-06-29;TIME=00:18:00;STAT=202212;TMPA=21;TMPP=211;TMPB=19;TMPC=23;RHUA=73;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-11;PIRP=-9;PIRM=-11;PIRL=-11;PIRH=0;
SQNR=1140;DATE=21-06-29;TIME=00:19:00;STAT=202212;TMPA=21;TMPP=212;TMPB=18;TMPC=23;RHUA=72;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-11;PIRP=-10;PIRM=-11;PIRL=-11;PIRH=0;
SQNR=1200;DATE=21-06-29;TIME=00:20:00;STAT=209212;TMPA=21;TMPP=212;TMPB=18;TMPC=23;RHUA=72;DWPA=16;PTYP=3;PNAM=MS-40M;PIRA=-11;PIRP=-215;PIRM=-11;PIRL=-6176;PIRH=0;
C-----;?
V-----; SWVNR=2001253;SQNDL=1207;DATE=21-06-29;TIME=00:20:12;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
