V-----; SWVNR=2001253;SQNDL=8;DATE=21-06-30;TIME=00:00:13;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
C-----;P1001
V-----; SWVNR=2001253;SQNDL=13;DATE=21-06-30;TIME=00:00:18;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=60;DATE=21-06-30;TIME=00:01:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
SQNR=120;DATE=21-06-30;TIME=00:02:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
SQNR=180;DATE=21-06-30;TIME=00:03:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
SQNR=240;DATE=21-06-30;TIME=00:04:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
SQNR=300;DATE=21-06-30;TIME=00:05:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
C-----;?
V-----; SWVNR=2001253;SQNDL=308;DATE=21-06-30;TIME=00:05:13;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=360;DATE=21-06-30;TIME=00:06:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
SQNR=420;DATE=21-06-30;TIME=00:07:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
SQNR=480;DATE=21-06-30;TIME=00:08:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
SQNR=540;DATE=21-06-30;TIME=00:09:00;STAT=200212;TMPA=19;TMPP=192;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
SQNR=600;DATE=21-06-30;TIME=00:10:00;STAT=200212;TMPA=19;TMPP=191;TMPB=17;TMPC=22;RHUA=51;DWPA=9;
C-----;?
V-----; SWVNR=2001253;SQNDL=608;DATE=21-06-30;TIME=00:10:13;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
C-----;P013
V-----; SWVNR=2001253;SQNDL=613;DATE=21-06-30;TIME=00:10:18;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=660;DATE=21-06-30;TIME=00:11:00;STAT=202212;TMPA=19;TMPP=191;TMPB=17;TMPC=21;RHUA=51;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-9;PIRP=-8;PIRM=-9;PIRL=-9;PIRH=0;
SQNR=720;DATE=21-06-30;TIME=00:12:00;STAT=202212;TMPA=19;TMPP=190;TMPB=17;TMPC=22;RHUA=52;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-9;PIRP=-8;PIRM=-9;PIRL=-9;PIRH=0;
SQNR=780;DATE=21-06-30;TIME=00:13:00;STAT=202212;TMPA=19;TMPP=190;TMPB=17;TMPC=21;RHUA=52;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-7;PIRP=-8;PIRM=-7;PIRL=-9;PIRH=0;
SQNR=840;DATE=21-06-30;TIME=00:14:00;STAT=202212;TMPA=19;TMPP=190;TMPB=17;TMPC=22;RHUA=52;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-8;PIRP=-6;PIRM=-8;PIRL=-8;PIRH=0;
SQNR=900;DATE=21-06-30;TIME=00:15:00;STAT=202212;TMPA=18;TMPP=189;TMPB=17;TMPC=21;RHUA=52;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-7;PIRP=-7;PIRM=-7;PIRL=-8;PIRH=1;
C-----;?
V-----; SWVNR=2001253;SQNDL=908;DATE=21-06-30;TIME=00:15:13;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=960;DATE=21-06-30;TIME=00:16:00;STAT=202212;TMPA=18;TMPP=188;TMPB=17;TMPC=21;RHUA=52;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-8;PIRP=-7;PIRM=-8;PIRL=-8;PIRH=1;
SQNR=1020;DATE=21-06-30;TIME=00:17:00;STAT=202212;TMPA=18;TMPP=188;TMPB=17;TMPC=21;RHUA=53;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-9;PIRP=-7;PIRM=-9;PIRL=-9;PIRH=0;
SQNR=1080;DATE=21-06-30;TIME=00:18:00;STAT=202212;TMPA=18;TMPP=188;TMPB=17;TMPC=21;RHUA=52;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-8;PIRP=-8;PIRM=-8;PIRL=-9;PIRH=0;
SQNR=1140;DATE=21-06-30;TIME=00:19:00;STAT=202212;TMPA=18;TMPP=188;TMPB=17;TMPC=21;RHUA=52;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-9;PIRP=-7;PIRM=-9;PIRL=-9;PIRH=0;
SQNR=1200;DATE=21-06-30;TIME=00:20:00;STAT=202212;TMPA=18;TMPP=188;TMPB=17;TMPC=21;RHUA=53;DWPA=9;PTYP=3;PNAM=MS-40M;PIRA=-9;PIRP=-8;PIRM=-9;PIRL=-9;PIRH=0;
C-----;?
