V-----; SWVNR=2001253;SQNDL=1;DATE=22-04-03;TIME=00:00:06;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
C-----;P1001
V-----; SWVNR=2001253;SQNDL=6;DATE=22-04-03;TIME=00:00:11;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=60;DATE=22-04-03;TIME=00:01:00;STAT=200222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=69;DWPA=-2;
SQNR=120;DATE=22-04-03;TIME=00:02:00;STAT=200222;TMPA=2;TMPP=26;TMPB=9;TMPC=13;RHUA=70;DWPA=-2;
SQNR=180;DATE=22-04-03;TIME=00:03:00;STAT=200222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=69;DWPA=-2;
SQNR=240;DATE=22-04-03;TIME=00:04:00;STAT=200222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=70;DWPA=-2;
SQNR=300;DATE=22-04-03;TIME=00:05:00;STAT=200222;TMPA=2;TMPP=25;TMPB=9;TMPC=13;RHUA=70;DWPA=-2;
C-----;?
V-----; SWVNR=2001253;SQNDL=301;DATE=22-04-03;TIME=00:05:06;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=360;DATE=22-04-03;TIME=00:06:00;STAT=200222;TMPA=2;TMPP=25;TMPB=9;TMPC=14;RHUA=70;DWPA=-2;
SQNR=420;DATE=22-04-03;TIME=00:07:00;STAT=200222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=69;DWPA=-2;
SQNR=480;DATE=22-04-03;TIME=00:08:00;STAT=200222;TMPA=2;TMPP=27;TMPB=9;TMPC=14;RHUA=70;DWPA=-2;
SQNR=540;DATE=22-04-03;TIME=00:09:00;STAT=200222;TMPA=2;TMPP=27;TMPB=9;TMPC=14;RHUA=69;DWPA=-2;
SQNR=600;DATE=22-04-03;TIME=00:10:00;STAT=200222;TMPA=2;TMPP=27;TMPB=9;TMPC=13;RHUA=70;DWPA=-2;
C-----;?
V-----; SWVNR=2001253;SQNDL=602;DATE=22-04-03;TIME=00:10:07;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=0;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
C-----;P013
V-----; SWVNR=2001253;SQNDL=607;DATE=22-04-03;TIME=00:10:12;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=660;DATE=22-04-03;TIME=00:11:00;STAT=202222;TMPA=2;TMPP=27;TMPB=9;TMPC=14;RHUA=69;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-6;PIRP=-5;PIRM=-6;PIRL=-6;PIRH=0;
SQNR=720;DATE=22-04-03;TIME=00:12:00;STAT=202222;TMPA=2;TMPP=27;TMPB=8;TMPC=14;RHUA=69;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-5;PIRP=-5;PIRM=-5;PIRL=-6;PIRH=0;
SQNR=780;DATE=22-04-03;TIME=00:13:00;STAT=202222;TMPA=2;TMPP=27;TMPB=9;TMPC=13;RHUA=69;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-5;PIRP=-4;PIRM=-5;PIRL=-5;PIRH=0;
SQNR=840;DATE=22-04-03;TIME=00:14:00;STAT=202222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=69;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-6;PIRP=-5;PIRM=-6;PIRL=-6;PIRH=0;
SQNR=900;DATE=22-04-03;TIME=00:15:00;STAT=202222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=70;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-6;PIRP=-6;PIRM=-6;PIRL=-6;PIRH=0;
C-----;?
V-----; SWVNR=2001253;SQNDL=902;DATE=22-04-03;TIME=00:15:07;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=13;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=60;FNDLY=30;OSTRG=3;DBGFL=0;ASIRE=0;DBGRE=0;MPPFL=-1;
SQNR=960;DATE=22-04-03;TIME=00:16:00;STAT=202222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=70;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-7;PIRP=-6;PIRM=-7;PIRL=-7;PIRH=0;
SQNR=1020;DATE=22-04-03;TIME=00:17:00;STAT=202222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=70;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-6;PIRP=-6;PIRM=-6;PIRL=-7;PIRH=0;
SQNR=1080;DATE=22-04-03;TIME=00:18:00;STAT=202222;TMPA=2;TMPP=26;TMPB=9;TMPC=13;RHUA=70;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-7;PIRP=-6;PIRM=-7;PIRL=-7;PIRH=0;
SQNR=1140;DATE=22-04-03;TIME=00:19:00;STAT=202222;TMPA=2;TMPP=26;TMPB=9;TMPC=14;RHUA=69;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-7;PIRP=-7;PIRM=-7;PIRL=-7;PIRH=0;
SQNR=1200;DATE=22-04-03;TIME=00:20:00;STAT=202222;TMPA=2;TMPP=25;TMPB=9;TMPC=14;RHUA=70;DWPA=-2;PTYP=3;PNAM=MS-40M;PIRA=-7;PIRP=-6;PIRM=-7;PIRL=-7;PIRH=0;
C-----;?
